Authors_l,Title_l,Keywords_l,Authors_raw_l,Title_raw_l,Keywords_raw_l,Authors_r,Title_r,Keywords_r,Authors_raw_r,Title_raw_r,Keywords_raw_r
"['meske c', 'bunde e']","['transparency', 'and', 'trust', 'in', 'human-ai-interaction:', 'the', 'role', 'of', 'model-agnostic', 'explanations', 'in', 'computer', 'vision-based', 'decision', 'support']","['artificial intelligence', 'computer vision', 'deep learning', 'explainability', 'healthcare', 'trust']","Meske C,Bunde E",Transparency and trust in human-AI-interaction: The role of model-agnostic explanations in computer vision-based decision support,"Artificial Intelligence,Computer Vision,Deep learning,Explainability,Healthcare,Trust","['bhargava a', 'bansal a']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']","Bhargava A,Bansal A",Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review,"COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning"
"['tripathi mk', 'maktedar dd']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']","Tripathi MK,Maktedar DD",A role of computer vision in fruits and vegetables among various horticulture products of agriculture fields: A survey,"Agriculture,Computer vision,Data-analysis,Defect detection,Descriptor,Monitoring,Pre-processing,Survey","['luo c', 'pearson p', 'xu g', 'rich sm']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer vision', 'medical entomology', 'ticks']","Luo C,Pearson P,Xu G,Rich SM",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Computer vision,Medical entomology,Ticks"
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","['rupprechter s', 'morinan g', 'peng y', 'foltynie t', 'sibley k', 'weil rs', 'leyland la', 'baig f', 'morgante f', 'gilron r', 'wilt r', 'starr p', 'hauser ra', ""o'keeffe j""]","['a', 'clinically', 'interpretable', 'computer-vision', 'based', 'method', 'for', 'quantifying', 'gait', 'in', ""parkinson's"", 'disease']","['computer vision', 'gait', 'interpretable machine learning', ""parkinson's disease"", 'pose estimation', 'time series analysis']","Rupprechter S,Morinan G,Peng Y,Foltynie T,Sibley K,Weil RS,Leyland LA,Baig F,Morgante F,Gilron R,Wilt R,Starr P,Hauser RA,O'Keeffe J",A clinically interpretable computer-vision based method for quantifying gait in parkinson's disease,"Computer vision,Gait,Interpretable machine learning,Parkinson's disease,Pose estimation,Time series analysis"
"['gazzah s', 'bencharef o']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Gazzah S,Bencharef O",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning","['shao h', 'pu j', 'mu j']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","Shao H,Pu J,Mu J",Pig-posture recognition based on computer vision: Dataset and exploration,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition"
"['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning","['khan aa', 'laghari aa', 'awan sa']","['machine', 'learning', 'in', 'computer', 'vision:', 'a', 'review']","['computer vision', 'feature extraction', 'machine learning', 'medical imaging', 'neural network', 'pattern recognition', 'supervised and unsupervised learning']","Khan AA,Laghari AA,Awan SA",Machine Learning in Computer Vision: A Review,"Computer Vision,Feature Extraction,Machine Learning,Medical Imaging,Neural Network,Pattern Recognition,Supervised and Unsupervised Learning"
"['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']","Abrami A,Gunzler S,Kilbane C,Ostrand R,Ho B,Cecchi G",Automated computer vision assessment of hypomimia in parkinson disease: Proof-of-principle pilot study,"Computer vision,Hypomimia,Parkinson disease,Telemedicine","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease"
"['vij r', 'arora s']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Vij R,Arora S",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision-based', 'platform', 'for', 'apple', 'leaves', 'segmentation', 'in', 'field', 'conditions', 'to', 'support', 'digital', 'phenotyping']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing"
"['gazzah s', 'bencharef o']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Gazzah S,Bencharef O",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"agriculture,computer vision,deep learning model,wheat disease"
"['fernandes af', 'dórea jr', 'rosa gj']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","Fernandes AF,Dórea JR,Rosa GJ",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,"automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",A Review on Computer Vision Technology for Physical Exercise Monitoring,"computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring"
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E",A Computer Vision Approach to Combat Lyme Disease,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","['shao h', 'pu j', 'mu j']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","Shao H,Pu J,Mu J",Pig-posture recognition based on computer vision: Dataset and exploration,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition"
"['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS",Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,"Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems","['deepan p', 'sudha lr']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","Deepan P,Sudha LR",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,"Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network"
"['fernandes af', 'dórea jr', 'rosa gj']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","Fernandes AF,Dórea JR,Rosa GJ",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,"automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'syndrome', 'and', 'predictors', 'among', 'computer', 'users', 'in', 'ethiopia:', 'a', 'systematic', 'review', 'and', 'meta-analysis']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']","Adane F,Alamneh YM,Desta M",Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review"
"['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding","['alhasan as', 'aalam wa']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Alhasan AS,Aalam WA",Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia"
"['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['computer vision', 'machine perception', 'medicine']","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R",Deep learning-enabled medical computer vision,"computer vision,machine perception,medicine","['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']","Olveres J,González G,Torres F,Moreno-Tagle JC,Carbajal-Degante E,Valencia-Rodríguez A,Méndez-Sánchez N,Escalante- Ramírez B",What is new in computer vision and artificial intelligence in medical image analysis applications,"Artificial intelligence (AI),Cardiology,Computer vision (CV),Gastroenterology,Medical image analysis,Microscopy,Neurodegenerative disorders,Oncology,Respiratory diseases"
"['vinitha v', 'velantina v']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer vision', 'deep learning', 'opencv']","Vinitha V,Velantina V",Covid-19 Facemask Detection With Deep Learning and Computer Vision,"computer vision,deep learning,opencv","['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding"
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['covid-19', 'computer vision', 'radiology']","Punia R,Kumar L,Mujahid M,Rohilla R",Computer vision and radiology for COVID-19 detection,"COVID-19,Computer Vision,Radiology","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing"
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"agriculture,computer vision,deep learning model,wheat disease","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing"
"['khemasuwan d', 'sorensen js', 'colt hg']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","Khemasuwan D,Sorensen JS,Colt HG","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19","artificial intelligent,deep learning,machine learning,pulmonary specialist","['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['covid-19', 'computer vision', 'radiology']","Punia R,Kumar L,Mujahid M,Rohilla R",Computer vision and radiology for COVID-19 detection,"COVID-19,Computer Vision,Radiology"
"['tripathi mk', 'maktedar dd']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']","Tripathi MK,Maktedar DD",A role of computer vision in fruits and vegetables among various horticulture products of agriculture fields: A survey,"Agriculture,Computer vision,Data-analysis,Defect detection,Descriptor,Monitoring,Pre-processing,Survey","['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS",Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,"Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems"
"['gazzah s', 'bencharef o']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Gazzah S,Bencharef O",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning","['alhasan as', 'aalam wa']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Alhasan AS,Aalam WA",Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia"
"['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",A Review on Computer Vision Technology for Physical Exercise Monitoring,"computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation"
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E",A Computer Vision Approach to Combat Lyme Disease,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","['deepan p', 'sudha lr']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","Deepan P,Sudha LR",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,"Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network"
"['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","Williams S,Zhao Z,Hafeez A,Wong DC,Relton SD,Fang H,Alty JE",The discerning eye of computer vision: Can it measure Parkinson's finger tap bradykinesia?,"Artificial intelligence,Bradykinesia,Computer vision,DeepLabCut,Finger tapping,Parkinson's disease,Parkinsonism","['devi n', 'sarma kk', 'laskar s']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Devi N,Sarma KK,Laskar S","Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Artificial intelligence,Convolution neural network,Learning based system,Smart farming"
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing"
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","Paul A,Ghosh S,Das AK,Goswami S,Das Choudhury S,Sen S",A Review on Agricultural Advancement Based on Computer Vision and Machine Learning,"Agriculture,Computer vision,Machine learning,Plant phenotyping","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision-based', 'platform', 'for', 'apple', 'leaves', 'segmentation', 'in', 'field', 'conditions', 'to', 'support', 'digital', 'phenotyping']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing"
"['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","Williams S,Zhao Z,Hafeez A,Wong DC,Relton SD,Fang H,Alty JE",The discerning eye of computer vision: Can it measure Parkinson's finger tap bradykinesia?,"Artificial intelligence,Bradykinesia,Computer vision,DeepLabCut,Finger tapping,Parkinson's disease,Parkinsonism","['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['computer vision', 'machine perception', 'medicine']","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R",Deep learning-enabled medical computer vision,"computer vision,machine perception,medicine"
"['rupprechter s', 'morinan g', 'peng y', 'foltynie t', 'sibley k', 'weil rs', 'leyland la', 'baig f', 'morgante f', 'gilron r', 'wilt r', 'starr p', 'hauser ra', ""o'keeffe j""]","['a', 'clinically', 'interpretable', 'computer-vision', 'based', 'method', 'for', 'quantifying', 'gait', 'in', ""parkinson's"", 'disease']","['computer vision', 'gait', 'interpretable machine learning', ""parkinson's disease"", 'pose estimation', 'time series analysis']","Rupprechter S,Morinan G,Peng Y,Foltynie T,Sibley K,Weil RS,Leyland LA,Baig F,Morgante F,Gilron R,Wilt R,Starr P,Hauser RA,O'Keeffe J",A clinically interpretable computer-vision based method for quantifying gait in parkinson's disease,"Computer vision,Gait,Interpretable machine learning,Parkinson's disease,Pose estimation,Time series analysis","['vij r', 'arora s']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Vij R,Arora S",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages"
"['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']","Alguliyev R,Imamverdiyev Y,Sukhostat L,Bayramov R",Plant disease detection based on a deep model,"Deep learning,Machine learning,Plant disease identification,Plant leaves","['khan aa', 'laghari aa', 'awan sa']","['machine', 'learning', 'in', 'computer', 'vision:', 'a', 'review']","['computer vision', 'feature extraction', 'machine learning', 'medical imaging', 'neural network', 'pattern recognition', 'supervised and unsupervised learning']","Khan AA,Laghari AA,Awan SA",Machine Learning in Computer Vision: A Review,"Computer Vision,Feature Extraction,Machine Learning,Medical Imaging,Neural Network,Pattern Recognition,Supervised and Unsupervised Learning"
