Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Flag,Pair of Article,Authors_l_raw,Authors_r_raw,Title_l_raw,Title_r_raw,Keywords_l_raw,Keywords_r_raw,Sim_Prefix,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['computer', 'vision', 'based', 'food', 'recognition', 'approach', 'controlling', 'inflammation', 'enhance', 'quality', 'life', 'psoriasis', 'patients']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,310,"Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"agriculture,computer vision,deep learning model,wheat disease","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0.76,0,0.090909,0.125,0.071970
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['sood s', 'singh h']","['computer', 'vision', 'radiology', 'covid-19', 'detection']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['covid-19', 'computer vision', 'radiology']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']",0,313,"Punia R,Kumar L,Mujahid M,Rohilla R","Sood S,Singh H",Computer vision and radiology for COVID-19 detection,Computer Vision and Machine Learning based approaches for Food Security: A Review,"COVID-19,Computer Vision,Radiology","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming",0.692308,0,0.153846,0,0.051282
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['luo c', 'pearson p', 'xu g', 'rich sm']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['computer', 'vision-based', 'approach', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['computer vision', 'medical entomology', 'ticks']",0,322,"Tian H,Wang T,Liu Y,Qiao X,Li Y","Luo C,Pearson P,Xu G,Rich SM",Computer vision technology in agricultural automation â€”A review,A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Agricultural automation,Computer vision,Image processing,Intelligent detection","Computer vision,Medical entomology,Ticks",0.68,0,0.066667,0.166667,0.077778
"['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']",0,330,"FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM","Tian H,Wang T,Liu Y,Qiao X,Li Y",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,Computer vision technology in agricultural automation â€”A review,"African swine fever,Artificial intelligence,Computer vision,Infectious disease","Agricultural automation,Computer vision,Image processing,Intelligent detection",0.791667,0,0.1,0.142857,0.080952
['tombe r'],"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'smart', 'farming', 'sustainable', 'agriculture']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",1,335,Tombe R,"Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Computer Vision for Smart Farming and Sustainable Agriculture,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.73913,0,0.1,0.1,0.066667
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,352,"Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"agriculture,computer vision,deep learning model,wheat disease","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.869565,0,0.1875,0.083333,0.090278
"['deepan p', 'sudha lr']","['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['deep', 'learning', 'algorithm', 'applications', 'iot', 'computer', 'vision']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","['computer vision', 'machine perception', 'medicine']",0,359,"Deepan P,Sudha LR","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,Deep learning-enabled medical computer vision,"Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network","computer vision,machine perception,medicine",0.85,0,0.333333,0,0.111111
"['sood s', 'singh h']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,362,"Sood S,Singh H","Adane F,Alamneh YM,Desta M",Computer Vision and Machine Learning based approaches for Food Security: A Review,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Convolutional neural network,Deep learning,Food Ssecurity,Smart farming","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.875,0,0.235294,0,0.078431
"['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']",0,376,"FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"African swine fever,Artificial intelligence,Computer vision,Infectious disease","agriculture,computer vision,deep learning model,wheat disease",0.8,0,0.083333,0.142857,0.075397
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'radiology', 'covid-19', 'detection']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['covid-19', 'computer vision', 'radiology']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",1,383,"Punia R,Kumar L,Mujahid M,Rohilla R","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer vision and radiology for COVID-19 detection,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"COVID-19,Computer Vision,Radiology","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.75,0,0.181818,0.090909,0.090909
"['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'based', 'food', 'recognition', 'approach', 'controlling', 'inflammation', 'enhance', 'quality', 'life', 'psoriasis', 'patients']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,388,"Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.913043,0,0.043478,0.111111,0.051530
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['computer', 'vision', 'based', 'food', 'recognition', 'approach', 'controlling', 'inflammation', 'enhance', 'quality', 'life', 'psoriasis', 'patients']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,394,"Tian H,Wang T,Liu Y,Qiao X,Li Y","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",Computer vision technology in agricultural automation â€”A review,A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"Agricultural automation,Computer vision,Image processing,Intelligent detection","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0.75,0,0.111111,0.125,0.078704
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['computer', 'vision', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'integrated', 'anemia', 'sickle', 'cell', 'disease', 'screening']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']",0,396,"An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,"anemia,artificial neural network,computer vision,deep learning","African swine fever,Artificial intelligence,Computer vision,Infectious disease",0.75,0,0.076923,0.142857,0.073260
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'integrated', 'anemia', 'sickle', 'cell', 'disease', 'screening']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,402,"An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"anemia,artificial neural network,computer vision,deep learning","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.904762,0,0.166667,0.083333,0.083333
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['vij r', 'arora s']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['computer', 'vision', 'deep', 'learning', 'techniques', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging', ':', 'survey']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']",0,412,"Tian H,Wang T,Liu Y,Qiao X,Li Y","Vij R,Arora S",Computer vision technology in agricultural automation â€”A review,Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Agricultural automation,Computer vision,Image processing,Intelligent detection","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",0.782609,0,0.117647,0.111111,0.076253
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'approach', 'combat', 'lyme', 'disease']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,415,"Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",A Computer Vision Approach to Combat Lyme Disease,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.863636,0,0.0625,0.111111,0.057870
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['review', 'computer', 'vision', 'systems', 'monitoring', 'poultry', ':', 'welfare', 'perspective']","['review', 'classification', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'computer', 'vision', 'tasks']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']",0,421,"Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",A review on computer vision systems in monitoring of poultry: A welfare perspective,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0.692308,0,0.176471,0,0.058824
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",1,425,"Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"agriculture,computer vision,deep learning model,wheat disease","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.76,0,0.047619,0.125,0.057540
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,429,"Tian H,Wang T,Liu Y,Qiao X,Li Y","Adane F,Alamneh YM,Desta M",Computer vision technology in agricultural automation â€”A review,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Agricultural automation,Computer vision,Image processing,Intelligent detection","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.826087,0,0.2,0,0.066667
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['singh u', 'srivastava a', 'chauhan d', 'singh a']","['computer', 'vision', 'radiology', 'covid-19', 'detection']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['covid-19', 'computer vision', 'radiology']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']",0,430,"Punia R,Kumar L,Mujahid M,Rohilla R","Singh U,Srivastava A,Chauhan D,Singh A",Computer vision and radiology for COVID-19 detection,Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"COVID-19,Computer Vision,Radiology","Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)",0.607143,0,0.2,0,0.066667
"['vij r', 'arora s']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'deep', 'learning', 'techniques', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging', ':', 'survey']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,437,"Vij R,Arora S","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.826087,0,0.111111,0.071429,0.060847
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'integrated', 'anemia', 'sickle', 'cell', 'disease', 'screening']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,441,"An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"anemia,artificial neural network,computer vision,deep learning","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.782609,0,0.043478,0.125,0.056159
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,447,"Tian H,Wang T,Liu Y,Qiao X,Li Y","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer vision technology in agricultural automation â€”A review,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Agricultural automation,Computer vision,Image processing,Intelligent detection","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.782609,0,0.153846,0.083333,0.079060
['tombe r'],"['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'smart', 'farming', 'sustainable', 'agriculture']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,458,Tombe R,"Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer Vision for Smart Farming and Sustainable Agriculture,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.818182,0,0.0625,0.1,0.054167
"['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,463,"FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"African swine fever,Artificial intelligence,Computer vision,Infectious disease","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.875,0,0.04,0.125,0.055000
['tombe r'],"['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['computer', 'vision', 'smart', 'farming', 'sustainable', 'agriculture']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']",0,468,Tombe R,"FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM",Computer Vision for Smart Farming and Sustainable Agriculture,Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","African swine fever,Artificial intelligence,Computer vision,Infectious disease",0.782609,0,0.105263,0.111111,0.072125
