Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Authors_raw_l,Authors_raw_r,Title_raw_l,Title_raw_r,Keywords_raw_l,Keywords_raw_r,Flag,Pair of Article,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,A Review on Computer Vision Technology for Physical Exercise Monitoring,"Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators","computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring",0,614,0.0,0.17391304347826086,0.0,0.06956521739130435
"['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['vo tt', 'ko h', 'huh jh', 'kim y']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS","Vo TT,Ko H,Huh JH,Kim Y",Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,"Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems","AI,Application,Artificial intelligent,Machine learning,Smart aquaculture",0,615,0.0,0.17391304347826086,0.0,0.06956521739130435
"['muñoz jp', 'boger r', 'dexter s', 'low r']","['vo tt', 'ko h', 'huh jh', 'kim y']","['mosquitoes', 'and', 'public', 'health:', 'improving', 'data', 'validation', 'of', 'citizen', 'science', 'contributions', 'using', 'computer', 'vision']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['citizen science', 'computer vision', 'mosquitoes', 'public health', 'vector-borne diseases']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","Muñoz JP,Boger R,Dexter S,Low R","Vo TT,Ko H,Huh JH,Kim Y",Mosquitoes and Public Health: Improving Data Validation of Citizen Science Contributions Using Computer Vision,Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,"Citizen science,Computer vision,Mosquitoes,Public health,Vector-borne diseases","AI,Application,Artificial intelligent,Machine learning,Smart aquaculture",0,616,0.0,0.17391304347826086,0.0,0.06956521739130435
"['jain y', 'gandhi h', 'burte a', 'vora a']","['bhargava a', 'bansal a']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']","Jain Y,Gandhi H,Burte A,Vora A","Bhargava A,Bansal A","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network",Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review,"Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network","COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning",0,585,0.0,0.17391304347826086,0.0,0.06956521739130435
"['jain y', 'gandhi h', 'burte a', 'vora a']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","Jain Y,Gandhi H,Burte A,Vora A","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network","agriculture,computer vision,deep learning model,wheat disease",0,586,0.0,0.17391304347826086,0.0,0.06956521739130435
"['vinitha v', 'velantina v']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['covid-19', 'facemask', 'detection', 'with', 'deep', 'learning', 'and', 'computer', 'vision']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['computer vision', 'deep learning', 'opencv']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Vinitha V,Velantina V","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Covid-19 Facemask Detection With Deep Learning and Computer Vision,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","computer vision,deep learning,opencv","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0,822,0.0,0.17391304347826086,0.0,0.06956521739130435
"['adane f', 'alamneh ym', 'desta m']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['computer', 'vision', 'syndrome', 'and', 'predictors', 'among', 'computer', 'users', 'in', 'ethiopia:', 'a', 'systematic', 'review', 'and', 'meta-analysis']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","Adane F,Alamneh YM,Desta M","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0,618,0.0,0.17391304347826086,0.0,0.06956521739130435
"['sood s', 'singh h']","['alhasan as', 'aalam wa']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Sood S,Singh H","Alhasan AS,Aalam WA",Computer Vision and Machine Learning based approaches for Food Security: A Review,Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Convolutional neural network,Deep learning,Food Ssecurity,Smart farming","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,619,0.0,0.17391304347826086,0.0,0.06956521739130435
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","Singh U,Srivastava A,Chauhan D,Singh A","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","agriculture,computer vision,deep learning model,wheat disease",0,620,0.0,0.17391304347826086,0.0,0.06956521739130435
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"agriculture,computer vision,deep learning model,wheat disease","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0,622,0.0,0.17391304347826086,0.0,0.06956521739130435
"['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['alhasan as', 'aalam wa']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Abrami A,Gunzler S,Kilbane C,Ostrand R,Ho B,Cecchi G","Alhasan AS,Aalam WA",Automated computer vision assessment of hypomimia in parkinson disease: Proof-of-principle pilot study,Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Computer vision,Hypomimia,Parkinson disease,Telemedicine","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,623,0.0,0.17391304347826086,0.0,0.06956521739130435
"['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Abrami A,Gunzler S,Kilbane C,Ostrand R,Ho B,Cecchi G","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Automated computer vision assessment of hypomimia in parkinson disease: Proof-of-principle pilot study,Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Computer vision,Hypomimia,Parkinson disease,Telemedicine","Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding",0,624,0.0,0.17391304347826086,0.0,0.06956521739130435
"['khemasuwan d', 'sorensen js', 'colt hg']","['alhasan as', 'aalam wa']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Khemasuwan D,Sorensen JS,Colt HG","Alhasan AS,Aalam WA","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19",Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"artificial intelligent,deep learning,machine learning,pulmonary specialist","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,832,0.0,0.17391304347826086,0.0,0.06956521739130435
"['khemasuwan d', 'sorensen js', 'colt hg']","['abudawood ga', 'ashi hm', 'almarzouki nk']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","['computer vision syndrome', 'dry eye disease']","Khemasuwan D,Sorensen JS,Colt HG","Abudawood GA,Ashi HM,Almarzouki NK","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia","artificial intelligent,deep learning,machine learning,pulmonary specialist","computer vision syndrome,dry eye disease",0,1050,0.0,0.17391304347826086,0.0,0.06956521739130435
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",A review on computer vision systems in monitoring of poultry: A welfare perspective,Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding",0,625,0.0,0.17391304347826086,0.0,0.06956521739130435
"['fernández-carrión e', 'barasona já', 'sánchez á', 'jurado c', 'cadenas-fernández e', 'sánchez-vizcaíno jm']","['rupprechter s', 'morinan g', 'peng y', 'foltynie t', 'sibley k', 'weil rs', 'leyland la', 'baig f', 'morgante f', 'gilron r', 'wilt r', 'starr p', 'hauser ra', ""o'keeffe j""]","['computer', 'vision', 'applied', 'to', 'detect', 'lethargy', 'through', 'animal', 'motion', 'monitoring:', 'a', 'trial', 'on', 'african', 'swine', 'fever', 'inwild', 'boar']","['a', 'clinically', 'interpretable', 'computer-vision', 'based', 'method', 'for', 'quantifying', 'gait', 'in', ""parkinson's"", 'disease']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['computer vision', 'gait', 'interpretable machine learning', ""parkinson's disease"", 'pose estimation', 'time series analysis']","Fernández-Carrión E,Barasona JÁ,Sánchez Á,Jurado C,Cadenas-Fernández E,Sánchez-Vizcaíno JM","Rupprechter S,Morinan G,Peng Y,Foltynie T,Sibley K,Weil RS,Leyland LA,Baig F,Morgante F,Gilron R,Wilt R,Starr P,Hauser RA,O'Keeffe J",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,A clinically interpretable computer-vision based method for quantifying gait in parkinson's disease,"African swine fever,Artificial intelligence,Computer vision,Infectious disease","Computer vision,Gait,Interpretable machine learning,Parkinson's disease,Pose estimation,Time series analysis",0,626,0.0,0.034482758620689655,0.1111111111111111,0.06934865900383141
"['tripathi mk', 'maktedar dd']","['rupprechter s', 'morinan g', 'peng y', 'foltynie t', 'sibley k', 'weil rs', 'leyland la', 'baig f', 'morgante f', 'gilron r', 'wilt r', 'starr p', 'hauser ra', ""o'keeffe j""]","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['a', 'clinically', 'interpretable', 'computer-vision', 'based', 'method', 'for', 'quantifying', 'gait', 'in', ""parkinson's"", 'disease']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']","['computer vision', 'gait', 'interpretable machine learning', ""parkinson's disease"", 'pose estimation', 'time series analysis']","Tripathi MK,Maktedar DD","Rupprechter S,Morinan G,Peng Y,Foltynie T,Sibley K,Weil RS,Leyland LA,Baig F,Morgante F,Gilron R,Wilt R,Starr P,Hauser RA,O'Keeffe J",A role of computer vision in fruits and vegetables among various horticulture products of agriculture fields: A survey,A clinically interpretable computer-vision based method for quantifying gait in parkinson's disease,"Agriculture,Computer vision,Data-analysis,Defect detection,Descriptor,Monitoring,Pre-processing,Survey","Computer vision,Gait,Interpretable machine learning,Parkinson's disease,Pose estimation,Time series analysis",0,627,0.0,0.07692307692307693,0.07692307692307693,0.06923076923076923
"['gazzah s', 'bencharef o']","['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","Gazzah S,Bencharef O","Williams S,Zhao Z,Hafeez A,Wong DC,Relton SD,Fang H,Alty JE",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,The discerning eye of computer vision: Can it measure Parkinson's finger tap bradykinesia?,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning","Artificial intelligence,Bradykinesia,Computer vision,DeepLabCut,Finger tapping,Parkinson's disease,Parkinsonism",0,628,0.0,0.07692307692307693,0.07692307692307693,0.06923076923076923
"['fernandes af', 'dórea jr', 'rosa gj']","['luo c', 'pearson p', 'xu g', 'rich sm']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","['computer vision', 'medical entomology', 'ticks']","Fernandes AF,Dórea JR,Rosa GJ","Luo C,Pearson P,Xu G,Rich SM",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","Computer vision,Medical entomology,Ticks",0,629,0.0,0.047619047619047616,0.1,0.06904761904761905
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['meske c', 'bunde e']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['transparency', 'and', 'trust', 'in', 'human-ai-interaction:', 'the', 'role', 'of', 'model-agnostic', 'explanations', 'in', 'computer', 'vision-based', 'decision', 'support']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['artificial intelligence', 'computer vision', 'deep learning', 'explainability', 'healthcare', 'trust']","Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Meske C,Bunde E",A Computer Vision Approach to Combat Lyme Disease,Transparency and trust in human-AI-interaction: The role of model-agnostic explanations in computer vision-based decision support,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","Artificial Intelligence,Computer Vision,Deep learning,Explainability,Healthcare,Trust",0,630,0.0,0.047619047619047616,0.1,0.06904761904761905
"['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['devi n', 'sarma kk', 'laskar s']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC","Devi N,Sarma KK,Laskar S",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators","Artificial intelligence,Convolution neural network,Learning based system,Smart farming",0,772,0.0,0.1724137931034483,0.0,0.06896551724137932
"['muñoz jp', 'boger r', 'dexter s', 'low r']","['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['mosquitoes', 'and', 'public', 'health:', 'improving', 'data', 'validation', 'of', 'citizen', 'science', 'contributions', 'using', 'computer', 'vision']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['citizen science', 'computer vision', 'mosquitoes', 'public health', 'vector-borne diseases']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","Muñoz JP,Boger R,Dexter S,Low R","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M",Mosquitoes and Public Health: Improving Data Validation of Citizen Science Contributions Using Computer Vision,Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"Citizen science,Computer vision,Mosquitoes,Public health,Vector-borne diseases","computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace",0,631,0.0,0.1724137931034483,0.0,0.06896551724137932
"['tripathi mk', 'maktedar dd']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Tripathi MK,Maktedar DD","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",A role of computer vision in fruits and vegetables among various horticulture products of agriculture fields: A survey,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Agriculture,Computer vision,Data-analysis,Defect detection,Descriptor,Monitoring,Pre-processing,Survey","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0,781,0.0,0.1724137931034483,0.0,0.06896551724137932
"['shao h', 'pu j', 'mu j']","['vij r', 'arora s']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Shao H,Pu J,Mu J","Vij R,Arora S",Pig-posture recognition based on computer vision: Dataset and exploration,Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",0,633,0.0,0.045454545454545456,0.1,0.06818181818181819
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","Paul A,Ghosh S,Das AK,Goswami S,Das Choudhury S,Sen S","Williams S,Zhao Z,Hafeez A,Wong DC,Relton SD,Fang H,Alty JE",A Review on Agricultural Advancement Based on Computer Vision and Machine Learning,The discerning eye of computer vision: Can it measure Parkinson's finger tap bradykinesia?,"Agriculture,Computer vision,Machine learning,Plant phenotyping","Artificial intelligence,Bradykinesia,Computer vision,DeepLabCut,Finger tapping,Parkinson's disease,Parkinsonism",0,634,0.0,0.043478260869565216,0.1,0.06739130434782609
